lx_ft,ly_ft,live_psf,method,h_in,M0_kipft,qu_psf,punch_ratio,punch_ok,defl_ratio,defl_ok,col_min_in,col_max_in,As_cs_in2,As_ms_in2,As_total_in2,runtime_s
16.0,26.0,80.0,EFM (HC),10.393700787401576,202.4036031824971,306.4280952330834,0.7301094556584306,true,0.02297588724630524,true,21.0,21.0,12.000000000000002,5.999999999999999,18.0,0.07
16.0,26.0,80.0,EFM (ASAP),10.393700787401576,202.4036031824971,306.4280952330834,0.7301094556584306,true,0.02297588724630524,true,21.0,21.0,11.799999999999999,5.999999999999999,17.799999999999997,0.07
16.0,26.0,80.0,FEA,10.393700787401576,200.63332793797645,306.4280952330834,0.8966526509726599,true,0.23430569933306655,true,21.0,24.999999999999996,8.999999999999998,5.999999999999999,14.999999999999998,34.103
16.0,28.0,40.0,MDDM,11.194225721784777,176.72032365846172,254.32217832553047,0.6558622273147126,true,0.009195402563616992,true,23.0,23.0,10.2,6.8,17.0,0.058
16.0,28.0,40.0,DDM (Full),11.194225721784777,176.72032365846172,254.32217832553047,0.6558622273147126,true,0.009195402563616992,true,23.0,23.0,10.2,6.8,17.0,0.05
16.0,28.0,40.0,EFM (HC),11.194225721784777,176.72032365846172,254.32217832553047,0.5478730107231654,true,0.009195402563616992,true,23.0,23.0,11.4,6.8,18.2,0.774
16.0,28.0,40.0,EFM (ASAP),11.194225721784777,176.72032365846172,254.32217832553047,0.5478730107231654,true,0.009195402563616992,true,23.0,23.0,11.2,6.8,17.999999999999996,0.044
16.0,28.0,40.0,FEA,11.194225721784777,172.82365616553514,254.32217832553047,0.5409052317538044,true,0.1575589817841496,true,23.0,34.999999999999986,10.2,6.8,17.0,82.525
16.0,28.0,50.0,MDDM,11.194225721784777,187.83821041592793,270.32217832553044,0.6971240461074227,true,0.011494253204521226,true,23.0,23.0,10.2,6.8,17.0,0.055
16.0,28.0,50.0,DDM (Full),11.194225721784777,187.83821041592793,270.32217832553044,0.6971240461074227,true,0.011494253204521226,true,23.0,23.0,10.2,6.8,17.0,0.057
16.0,28.0,50.0,EFM (HC),11.194225721784777,187.83821041592793,270.32217832553044,0.5823409766287982,true,0.011494253204521226,true,23.0,23.0,11.6,6.8,18.400000000000002,0.143
16.0,28.0,50.0,EFM (ASAP),11.194225721784777,187.83821041592793,270.32217832553044,0.5823409766287982,true,0.011494253204521226,true,23.0,23.0,11.4,6.8,18.2,0.05
16.0,28.0,50.0,FEA,11.194225721784777,187.56065283629377,270.32217832553044,0.8701246421079715,true,0.2503289488995319,true,23.0,24.999999999999996,10.4,6.8,17.200000000000003,28.477
16.0,28.0,80.0,MDDM,11.194225721784777,221.19187068832667,318.3221783255304,0.8209095024855538,true,0.018390805127233963,true,23.0,23.0,10.2,6.8,17.0,0.065
16.0,28.0,80.0,DDM (Full),11.194225721784777,221.19187068832667,318.3221783255304,0.8209095024855538,true,0.018390805127233963,true,23.0,23.0,10.4,6.8,17.200000000000003,0.055
16.0,28.0,80.0,EFM (HC),11.194225721784777,221.19187068832667,318.3221783255304,0.6857448743456966,true,0.018390805127233963,true,23.0,23.0,12.399999999999999,6.8,19.199999999999996,0.056
16.0,28.0,80.0,EFM (ASAP),11.194225721784777,221.19187068832667,318.3221783255304,0.6857448743456966,true,0.018390805127233963,true,23.0,23.0,12.399999999999999,6.8,19.199999999999996,0.066
16.0,28.0,80.0,FEA,11.194225721784777,217.93432182997137,318.3221783255304,0.6771477945577187,true,0.1344743639698097,true,23.0,30.999999999999993,10.2,6.8,17.0,64.011
18.0,16.0,40.0,MDDM,7.2047244094488185,94.59985751827917,195.0467478320237,0.9495915214745093,true,0.03449060457376195,true,16.0,16.0,6.199999999999999,3.2,9.4,0.044
18.0,16.0,40.0,DDM (Full),7.2047244094488185,94.59985751827917,195.0467478320237,0.9495915214745093,true,0.03449060457376195,true,16.0,16.0,6.4,3.2,9.6,0.025
18.0,16.0,40.0,EFM (HC),7.2047244094488185,94.59985751827917,195.0467478320237,0.6856618972427622,true,0.03449060457376195,true,16.0,16.0,7.800000000000001,3.2,11.0,0.024
18.0,16.0,40.0,EFM (ASAP),7.2047244094488185,94.59985751827917,195.0467478320237,0.6754953053185382,true,0.03449060457376195,true,16.0,16.0,7.800000000000001,3.2,11.0,0.099
18.0,16.0,40.0,FEA,7.2047244094488185,94.59985751827917,195.0467478320237,0.7282808833225743,true,0.07442498417404539,true,16.0,16.0,5.4,3.2,8.600000000000001,2.889
18.0,16.0,50.0,MDDM,7.2047244094488185,101.77968658355995,211.04674783202367,0.8860258685074219,true,0.04311325571720244,true,16.0,18.0,6.4,3.2,9.6,0.063
18.0,16.0,50.0,DDM (Full),7.2047244094488185,101.77968658355995,211.04674783202367,0.8860258685074219,true,0.04311325571720244,true,16.0,18.0,6.8,3.2,10.0,0.068
18.0,16.0,50.0,EFM (HC),7.2047244094488185,102.36003674257464,211.04674783202367,0.7419078509837194,true,0.04311325571720244,true,16.0,16.0,8.4,3.2,11.6,0.029
18.0,16.0,50.0,EFM (ASAP),7.2047244094488185,102.36003674257464,211.04674783202367,0.7309072770905797,true,0.04311325571720244,true,16.0,16.0,8.2,3.2,11.4,0.039
18.0,16.0,50.0,FEA,7.2047244094488185,102.36003674257464,211.04674783202367,0.7875410005559828,true,0.0923425950967381,true,16.0,16.0,5.6,3.2,8.799999999999999,2.288
18.0,16.0,80.0,MDDM,7.2047244094488185,124.217912145442,259.0467478320237,0.9519658095162031,true,0.0689812091475239,true,16.0,20.0,7.3999999999999995,3.2,10.6,0.118
18.0,16.0,80.0,DDM (Full),7.2047244094488185,124.217912145442,259.0467478320237,0.9519658095162031,true,0.0689812091475239,true,16.0,20.0,7.799999999999999,3.2,10.999999999999998,0.068
18.0,16.0,80.0,EFM (HC),7.2047244094488185,125.640574415461,259.0467478320237,0.9106837814048385,true,0.0689812091475239,true,16.0,16.0,10.2,3.2,13.4,0.026
18.0,16.0,80.0,EFM (ASAP),7.2047244094488185,125.640574415461,259.0467478320237,0.8971431924067041,true,0.0689812091475239,true,16.0,16.0,9.799999999999999,3.2,13.0,0.02
18.0,16.0,80.0,FEA,7.2047244094488185,125.640574415461,259.0467478320237,0.9665040593000921,true,0.15013527215832748,true,16.0,16.0,6.4,3.2,9.6,3.148
18.0,18.0,40.0,MDDM,7.2047244094488185,121.54756844026245,195.0467478320237,0.9764567731177065,true,0.04910869284037591,true,16.0,18.0,7.2,3.2,10.4,0.056
18.0,18.0,40.0,DDM (Full),7.2047244094488185,121.54756844026245,195.0467478320237,0.9764567731177065,true,0.04910869284037591,true,16.0,18.0,7.799999999999999,3.2,10.999999999999998,0.051
18.0,18.0,40.0,EFM (HC),7.2047244094488185,122.15715930166864,195.0467478320237,0.8701678356634476,true,0.04910869284037591,true,16.0,16.0,9.4,3.2,12.599999999999998,0.03
18.0,18.0,40.0,EFM (ASAP),7.2047244094488185,122.15715930166864,195.0467478320237,0.8540478281664934,true,0.04910869284037591,true,16.0,16.0,9.4,3.2,12.599999999999998,0.03
18.0,18.0,40.0,FEA,7.2047244094488185,121.54756844026245,195.0467478320237,0.9390512579163466,true,0.08479609253391596,true,16.0,18.0,6.8,3.2,10.0,5.631
18.0,18.0,50.0,MDDM,7.2047244094488185,130.860365249507,211.04674783202367,0.9225912642440129,true,0.061385866050469876,true,16.0,20.0,7.799999999999999,3.2,10.999999999999998,0.158
18.0,18.0,50.0,DDM (Full),7.2047244094488185,130.860365249507,211.04674783202367,0.9225912642440129,true,0.061385866050469876,true,16.0,20.0,8.2,3.2,11.4,0.084
18.0,18.0,50.0,EFM (HC),7.2047244094488185,132.17790853512906,211.04674783202367,0.9415491097701328,true,0.061385866050469876,true,16.0,16.0,10.2,3.2,13.4,0.036
18.0,18.0,50.0,EFM (ASAP),7.2047244094488185,132.17790853512906,211.04674783202367,0.9241067520016766,true,0.061385866050469876,true,16.0,16.0,10.2,3.2,13.4,0.031
18.0,18.0,50.0,FEA,7.2047244094488185,130.860365249507,211.04674783202367,0.8225308540420887,true,0.09615971850144016,true,16.0,20.0,6.8,3.2,10.0,10.838
18.0,18.0,80.0,MDDM,7.2047244094488185,158.212338761012,259.0467478320237,0.9974113653204774,true,0.09821738568075175,true,16.0,22.0,9.0,3.2,12.2,0.105
18.0,18.0,80.0,DDM (Full),7.2047244094488185,158.212338761012,259.0467478320237,0.9974113653204774,true,0.09821738568075175,true,16.0,22.0,10.0,3.2,13.199999999999998,0.11
18.0,18.0,80.0,EFM (HC),7.2047244094488185,159.81739035879542,259.0467478320237,0.990894103187631,true,0.09821738568075175,true,16.0,20.0,12.399999999999999,3.2,15.599999999999998,0.084
18.0,18.0,80.0,EFM (ASAP),7.2047244094488185,159.81739035879542,259.0467478320237,0.9672512211373423,true,0.09821738568075175,true,16.0,20.0,12.600000000000001,3.2,15.799999999999999,0.09
18.0,18.0,80.0,FEA,7.2047244094488185,159.21454672962417,259.0467478320237,0.9063841256588728,true,0.15428195802401823,true,16.0,20.0,7.799999999999999,3.2,10.999999999999998,11.06
18.0,20.0,40.0,MDDM,8.00524934383202,141.85660753777378,206.9408309244708,0.9207983010425674,true,0.035800237080634074,true,17.0,19.0,7.6,3.5999999999999996,11.2,0.083
18.0,20.0,40.0,DDM (Full),8.00524934383202,141.85660753777378,206.9408309244708,0.9207983010425674,true,0.035800237080634074,true,17.0,19.0,7.999999999999999,3.5999999999999996,11.6,0.075
18.0,20.0,40.0,EFM (HC),8.00524934383202,142.5716392642097,206.9408309244708,0.7470313176140265,true,0.035800237080634074,true,17.0,17.0,9.799999999999999,3.5999999999999996,13.4,0.05
18.0,20.0,40.0,EFM (ASAP),8.00524934383202,142.5716392642097,206.9408309244708,0.7343425125445537,true,0.035800237080634074,true,17.0,17.0,9.799999999999999,3.5999999999999996,13.4,0.049
18.0,20.0,40.0,FEA,8.00524934383202,142.5716392642097,206.9408309244708,0.7813017816048192,true,0.0720549229432883,true,17.0,17.0,5.999999999999999,3.5999999999999996,9.599999999999998,6.738
18.0,20.0,50.0,MDDM,8.00524934383202,152.82450454710192,222.94083092447076,0.9919914665037528,true,0.044750296350792564,true,17.0,19.0,7.999999999999999,3.5999999999999996,11.6,0.12
18.0,20.0,50.0,DDM (Full),8.00524934383202,152.82450454710192,222.94083092447076,0.9919914665037528,true,0.044750296350792564,true,17.0,19.0,8.4,3.5999999999999996,12.0,0.056
18.0,20.0,50.0,EFM (HC),8.00524934383202,153.59482022872376,222.94083092447076,0.8047893783525903,true,0.044750296350792564,true,17.0,17.0,10.399999999999999,3.5999999999999996,14.0,0.053
