floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,M0_kipft,qu_psf,punch_ratio,punch_ok,defl_ratio,defl_ok,col_min_in,col_max_in,As_cs_in2,As_ms_in2,As_total_in2,runtime_s
flat_plate,28.0,28.0,12.007874015748031,40.0,EFM (ASAP),11.194225721784777,598.8233969552282,254.32217832553047,0.982525937985917,true,0.049108692840375924,true,23.0,34.999999999999986,27.4,6.8,34.2,0.178
flat_plate,28.0,28.0,12.007874015748031,40.0,FEA,11.194225721784777,593.0669295464493,254.32217832553047,0.9523903080839738,true,0.08510570284931851,true,23.0,32.99999999999999,23.0,6.8,29.8,9.542
flat_plate,28.0,28.0,12.007874015748031,50.0,MDDM,11.194225721784777,622.2659584229125,270.32217832553044,0.9445393823497805,true,0.061385866050469896,true,23.0,32.99999999999999,23.2,6.8,30.0,0.107
flat_plate,28.0,28.0,12.007874015748031,50.0,DDM (Full),11.194225721784777,622.2659584229125,270.32217832553044,0.9445393823497805,true,0.061385866050469896,true,23.0,32.99999999999999,24.6,6.8,31.400000000000002,0.146
flat_plate,28.0,28.0,12.007874015748031,50.0,EFM (HC),11.194225721784777,636.4967702110193,270.32217832553044,1.0,true,0.061385866050469896,true,23.0,34.999999999999986,29.399999999999995,6.8,36.199999999999996,0.089
flat_plate,28.0,28.0,12.007874015748031,50.0,EFM (ASAP),11.194225721784777,636.4967702110193,270.32217832553044,1.0,true,0.061385866050469896,true,23.0,34.999999999999986,29.399999999999995,6.8,36.199999999999996,0.112
flat_plate,28.0,28.0,12.007874015748031,50.0,FEA,11.194225721784777,626.3154872897863,270.32217832553044,0.9549812272398196,true,0.15781781519362126,true,23.0,34.999999999999986,23.8,7.0,30.800000000000004,11.657
flat_plate,28.0,28.0,12.007874015748031,80.0,MDDM,11.999999999999998,750.4704739965363,330.29425540546896,0.969591957295542,true,0.079730926611583,true,23.0,34.999999999999986,26.2,7.6,33.8,1.465
flat_plate,28.0,28.0,12.007874015748031,80.0,DDM (Full),11.999999999999998,750.4704739965363,330.29425540546896,0.969591957295542,true,0.079730926611583,true,23.0,34.999999999999986,28.0,7.6,35.6,0.185
flat_plate,28.0,28.0,12.007874015748031,80.0,EFM (HC),11.194225721784777,737.5277584254042,318.3221783255304,1.0,true,0.09821738568075185,true,23.0,34.999999999999986,34.8,7.0,41.800000000000004,0.219
flat_plate,28.0,28.0,12.007874015748031,80.0,EFM (ASAP),11.194225721784777,737.5277584254042,318.3221783255304,0.9999999999999999,true,0.09821738568075174,true,23.0,34.999999999999986,34.6,7.0,41.6,0.106
flat_plate,28.0,28.0,12.007874015748031,80.0,FEA,11.194225721784777,725.6352894786547,318.3221783255304,1.0,true,0.48909631195808834,true,23.0,34.999999999999986,27.2,7.6,34.8,12.182
flat_plate,32.0,32.0,12.007874015748031,40.0,MDDM,12.795275590551181,961.5124509230764,278.1103445104246,0.9999999999999999,true,0.049108692840375924,true,26.0,35.99999999999999,31.0,9.200000000000001,40.2,0.19
flat_plate,32.0,32.0,12.007874015748031,40.0,DDM (Full),12.795275590551181,961.5124509230764,278.1103445104246,0.9999999999999999,true,0.049108692840375924,true,26.0,35.99999999999999,32.8,9.200000000000001,42.0,0.096
flat_plate,32.0,32.0,12.007874015748031,40.0,EFM (HC),12.795275590551181,982.0579880648336,278.1103445104246,1.0,true,0.049108692840375924,true,26.0,35.99999999999999,39.2,9.200000000000001,48.400000000000006,0.095
flat_plate,32.0,32.0,12.007874015748031,40.0,EFM (ASAP),12.795275590551181,982.0579880648336,278.1103445104246,0.9999999999999999,true,0.049108692840375924,true,26.0,35.99999999999999,39.2,9.200000000000001,48.400000000000006,0.125
flat_plate,32.0,32.0,12.007874015748031,40.0,FEA,14.0,1032.1163192241415,296.0099646397138,1.0,true,0.06577846236572647,true,26.0,35.99999999999999,32.599999999999994,10.0,42.6,13.63
flat_plate,32.0,32.0,12.007874015748031,50.0,MDDM,12.795275590551181,1013.9496887713894,294.11034451042457,0.9999999999999999,true,0.0613858660504699,true,26.0,35.99999999999999,32.599999999999994,9.200000000000001,41.8,0.099
flat_plate,32.0,32.0,12.007874015748031,50.0,DDM (Full),12.795275590551181,1013.9496887713894,294.11034451042457,0.9999999999999999,true,0.0613858660504699,true,26.0,35.99999999999999,34.6,9.200000000000001,43.8,0.106
flat_plate,32.0,32.0,12.007874015748031,50.0,EFM (HC),12.795275590551181,1031.2888494574138,294.11034451042457,1.0,true,0.06138586605046996,true,26.0,35.99999999999999,41.6,9.200000000000001,50.8,0.101
flat_plate,32.0,32.0,12.007874015748031,50.0,EFM (ASAP),13.5,1068.0040108030148,304.58103733115263,1.0,true,0.05226560897622038,true,26.0,35.99999999999999,40.8,9.6,50.400000000000006,0.476
flat_plate,32.0,32.0,12.007874015748031,50.0,FEA,12.795275590551181,1019.7130755672865,294.11034451042457,1.0,true,0.2901372687970856,true,26.0,35.99999999999999,35.8,9.6,45.4,10.21
flat_plate,32.0,32.0,12.007874015748031,80.0,MDDM,12.795275590551181,1172.7453908837815,342.1103445104246,1.0,true,0.09821738568075185,true,26.0,35.99999999999999,37.6,9.200000000000001,46.8,0.097
flat_plate,32.0,32.0,12.007874015748031,80.0,DDM (Full),12.795275590551181,1172.7453908837815,342.1103445104246,1.0,true,0.09821738568075179,true,26.0,35.99999999999999,39.800000000000004,9.6,49.400000000000006,0.17
flat_plate,32.0,32.0,12.007874015748031,80.0,EFM (HC),12.795275590551181,1182.7800091917343,342.1103445104246,1.0,true,0.09821738568075185,true,26.0,35.99999999999999,48.8,9.8,58.6,0.062
flat_plate,32.0,32.0,12.007874015748031,80.0,EFM (ASAP),12.795275590551181,1181.1046041953264,342.1103445104246,1.0,true,0.0982173856807519,true,26.0,35.99999999999999,48.6,10.0,58.6,0.079
flat_plate,32.0,32.0,12.007874015748031,80.0,FEA,14.499999999999998,1259.57099479245,367.43889194827506,1.0,true,0.239017345000494,true,26.0,35.99999999999999,38.199999999999996,10.6,48.8,15.116
flat_plate,36.0,36.0,12.007874015748031,40.0,MDDM,14.39632545931759,1504.5063190044903,301.89851069531875,1.0,true,0.04910869284037596,true,28.999999999999996,34.99999999999999,42.6,11.200000000000001,53.800000000000004,0.055
flat_plate,36.0,36.0,12.007874015748031,40.0,DDM (Full),14.39632545931759,1504.5063190044903,301.89851069531875,1.0,true,0.04910869284037596,true,28.999999999999996,34.99999999999999,45.0,11.200000000000001,56.2,0.063
