floor_type,lx_ft,ly_ft,story_ht_ft,live_psf,method,h_in,M0_kipft,qu_psf,punch_ratio,punch_ok,defl_ratio,defl_ok,col_min_in,col_max_in,As_cs_in2,As_ms_in2,As_total_in2,runtime_s,h_drop_in,a_drop1_ft,a_drop2_ft
flat_plate,16.0,16.0,12.007874015748031,40.0,MDDM,6.404199475065617,78.96097243257863,183.15266473957664,0.8990216234668867,true,0.04910869284037587,true,16.0,16.0,5.6,2.4,7.999999999999999,0.226,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,40.0,DDM (Full),6.404199475065617,78.96097243257863,183.15266473957664,0.8990216234668867,true,0.04910869284037587,true,16.0,16.0,5.999999999999999,2.4,8.399999999999999,0.077,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,40.0,EFM (HC),6.404199475065617,78.96097243257863,183.15266473957664,0.9958830673870795,true,0.04910869284037587,true,16.0,16.0,7.4,2.4,9.8,0.19,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,40.0,EFM (ASAP),6.404199475065617,78.96097243257863,183.15266473957664,0.9853262664779796,true,0.04910869284037587,true,16.0,16.0,7.199999999999999,2.4,9.599999999999998,0.042,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,40.0,FEA,6.404199475065617,78.5132878247424,183.15266473957664,0.8898216677816838,true,0.08039343420024359,true,16.0,18.0,5.8,2.4,8.2,10.459,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,50.0,MDDM,6.404199475065617,85.85890952084128,199.15266473957664,0.9775590883512942,true,0.0613858660504699,true,16.0,16.0,6.199999999999999,2.4,8.6,0.025,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,50.0,DDM (Full),6.404199475065617,85.85890952084128,199.15266473957664,0.9775590883512942,true,0.0613858660504699,true,16.0,16.0,6.599999999999999,2.4,8.999999999999998,0.026,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,50.0,EFM (HC),6.404199475065617,85.61533962919503,199.15266473957664,0.9884590754877898,true,0.0613858660504699,true,16.0,18.0,7.999999999999999,2.4,10.399999999999999,0.038,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,50.0,EFM (ASAP),6.404199475065617,85.61533962919503,199.15266473957664,0.9769206394818398,true,0.0613858660504699,true,16.0,18.0,7.999999999999999,2.4,10.399999999999999,0.049,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,50.0,FEA,6.404199475065617,85.37211571557368,199.15266473957664,0.9675425234373635,true,0.10043535214066687,true,16.0,18.0,6.4,2.4,8.799999999999999,3.624,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,MDDM,6.404199475065617,104.14653998031608,247.1526647395766,0.8956524750834801,true,0.09821738568075182,true,16.0,20.0,7.3999999999999995,2.4,9.799999999999999,0.138,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,DDM (Full),6.404199475065617,104.14653998031608,247.1526647395766,0.8956524750834801,true,0.09821738568075182,true,16.0,20.0,7.999999999999999,2.4,10.399999999999999,0.062,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,EFM (HC),6.404199475065617,105.34619545466147,247.1526647395766,0.9644704346611875,true,0.09821738568075182,true,16.0,23.999999999999996,9.599999999999998,2.4,11.999999999999998,0.103,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,EFM (ASAP),6.404199475065617,105.34619545466147,247.1526647395766,0.9510400282076035,true,0.09821738568075182,true,16.0,23.999999999999996,9.599999999999998,2.4,11.999999999999998,0.163,0.0,0.0,0.0
flat_plate,16.0,16.0,12.007874015748031,80.0,FEA,6.404199475065617,104.74550898541099,247.1526647395766,0.9593781327950712,true,0.16041382251040842,true,16.0,22.0,7.6,2.4,10.0,5.538,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,40.0,MDDM,8.00524934383202,175.83764088359877,206.9408309244708,0.9025039439921038,true,0.04910869284037592,true,17.0,21.0,9.6,3.5999999999999996,13.199999999999998,0.088,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,40.0,DDM (Full),8.00524934383202,175.83764088359877,206.9408309244708,0.9025039439921038,true,0.04910869284037592,true,17.0,21.0,10.2,3.5999999999999996,13.799999999999999,0.071,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,40.0,EFM (HC),8.00524934383202,177.83095538657213,206.9408309244708,0.9609919416224243,true,0.04910869284037592,true,17.0,23.0,12.2,3.5999999999999996,15.799999999999999,0.085,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,40.0,EFM (ASAP),8.00524934383202,177.83095538657213,206.9408309244708,0.9457979252412668,true,0.04910869284037592,true,17.0,23.0,12.0,3.5999999999999996,15.599999999999998,0.104,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,40.0,FEA,8.00524934383202,176.83289380688666,206.9408309244708,0.9980489947017399,true,0.08195195521246292,true,17.0,23.0,9.8,3.5999999999999996,13.4,6.577,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,50.0,MDDM,8.00524934383202,189.43284218616054,222.94083092447076,0.9722826485588405,true,0.06138586605046992,true,17.0,21.0,10.4,3.5999999999999996,14.0,0.08,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,50.0,DDM (Full),8.00524934383202,189.43284218616054,222.94083092447076,0.9722826485588405,true,0.06138586605046992,true,17.0,21.0,10.999999999999998,3.5999999999999996,14.6,0.738,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,50.0,EFM (HC),8.00524934383202,191.14981886563413,222.94083092447076,0.9618318513942222,true,0.06138586605046992,true,17.0,24.999999999999996,13.0,3.5999999999999996,16.599999999999998,0.093,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,50.0,EFM (ASAP),8.00524934383202,191.14981886563413,222.94083092447076,0.9455632142792242,true,0.06138586605046992,true,17.0,24.999999999999996,13.0,3.5999999999999996,16.599999999999998,0.121,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,50.0,FEA,8.00524934383202,190.2903622658385,222.94083092447076,0.9773603929558607,true,0.10378291441632406,true,17.0,23.0,10.6,3.5999999999999996,14.2,6.66,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,80.0,MDDM,8.00524934383202,226.07339117429802,270.94083092447073,0.9687323178837958,true,0.0982173856807518,true,17.0,24.999999999999996,12.399999999999999,3.5999999999999996,15.999999999999998,0.102,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,80.0,DDM (Full),8.00524934383202,226.07339117429802,270.94083092447073,0.9687323178837958,true,0.0982173856807518,true,17.0,24.999999999999996,13.0,3.5999999999999996,16.599999999999998,0.172,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,80.0,EFM (HC),8.00524934383202,230.73922560150038,270.94083092447073,0.978677895429705,true,0.0982173856807518,true,17.0,30.999999999999993,15.599999999999998,3.5999999999999996,19.199999999999996,0.191,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,80.0,EFM (ASAP),8.00524934383202,231.26059347420198,270.94083092447073,0.9948936698696392,true,0.0982173856807518,true,17.0,28.999999999999993,15.599999999999998,3.5999999999999996,19.199999999999996,0.281,0.0,0.0,0.0
flat_plate,20.0,20.0,12.007874015748031,80.0,FEA,8.00524934383202,227.10612471390343,270.94083092447073,0.9755372594586997,true,0.17483025172840141,true,17.0,26.999999999999996,12.399999999999999,3.8,16.2,9.798,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,40.0,MDDM,9.606299212598426,338.2647566385405,230.72899710936494,0.9283337212788929,true,0.049108692840375896,true,20.0,25.999999999999996,15.2,5.199999999999999,20.4,0.073,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,40.0,DDM (Full),9.606299212598426,338.2647566385405,230.72899710936494,0.9283337212788929,true,0.049108692840375896,true,20.0,25.999999999999996,15.799999999999999,5.199999999999999,21.0,0.093,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,40.0,EFM (HC),9.606299212598426,342.74395132638824,230.72899710936494,0.9606309921375586,true,0.049108692840375896,true,20.0,29.999999999999993,19.0,5.199999999999999,24.200000000000003,0.165,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,40.0,EFM (ASAP),9.606299212598426,343.3862412859001,230.72899710936494,0.999363814186379,true,0.049108692840375896,true,20.0,27.999999999999993,19.0,5.199999999999999,24.200000000000003,0.099,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,40.0,FEA,9.606299212598426,341.4611751604432,230.72899710936494,0.9979407807615222,true,0.0850882659113569,true,20.0,27.999999999999993,15.799999999999999,5.199999999999999,21.0,7.848,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,50.0,MDDM,9.606299212598426,361.721869415966,246.7289971093649,0.9927094162567625,true,0.06138586605046984,true,20.0,25.999999999999996,16.0,5.199999999999999,21.200000000000003,0.168,0.0,0.0,0.0
flat_plate,24.0,24.0,12.007874015748031,50.0,DDM (Full),9.606299212598426,361.721869415966,246.7289971093649,0.9927094162567625,true,0.06138586605046984,true,20.0,25.999999999999996,17.0,5.199999999999999,22.2,0.067,0.0,0.0,0.0
